   1  Alabama              A  = 100.21   12   1   81.58(   4)    2   1  |    9   1  |   99.12    2 |   99.78    1 |  102.06    1
 221  San Diego            AA =  31.55    9   3   28.89( 243)    0   0  |    0   0  |   26.39  231 |   25.75  232 |   43.39  176
 222  Norfolk State        AA =  31.54    4   8   39.84( 217)    0   0  |    0   0  |   31.64  219 |   31.23  222 |   31.28  221
 223  Georgetown           AA =  31.31    3   8   41.38( 210)    0   0  |    0   0  |   29.33  227 |   30.33  226 |   34.62  215
 224  Dayton               AA =  31.30    8   3   21.60( 252)    0   0  |    0   0  |   28.75  228 |   28.91  228 |   37.42  204
 225  Towson               AA =  31.27    4   8   41.64( 208)    0   0  |    0   1  |   30.82  224 |   31.10  223 |   31.33  220
 226  VMI                  AA =  31.05    2  10   49.93( 168)    0   0  |    0   0  |   30.85  223 |   32.38  219 |   26.67  229
 227  Pennsylvania         AA =  30.96    2   8   45.02( 191)    0   0  |    0   0  |   30.98  222 |   31.55  221 |   28.51  224
 228  Howard               AA =  30.51    5   7   37.47( 223)    0   0  |    0   0  |   31.13  221 |   30.65  224 |   28.45  225
 229  Central Connecticut  AA =  30.49    3   9   39.76( 219)    0   0  |    0   0  |   30.64  225 |   30.65  225 |   29.01  223
 230  Florida A&M          AA =  28.21    3   9   38.71( 221)    0   0  |    0   0  |   27.24  230 |   29.41  227 |   25.31  235
 231  Rhode Island         AA =  27.16    1  11   49.34( 169)    0   0  |    0   0  |   27.77  229 |   27.53  230 |   24.43  237
 232  Alabama A&M          AA =  26.73    4   8   33.70( 234)    0   0  |    0   0  |   26.18  232 |   26.06  231 |   28.02  226
 233  Incarnate Word       AA =  25.05    2   9   50.27( 165)    0   0  |    0   0  |   23.61  233 |   24.90  233 |   26.18  233
 234  Jackson State        AA =  23.36    5   7   30.40( 239)    0   0  |    0   0  |   21.28  234 |   22.14  234 |   27.00  228
 235  Marist               AA =  22.07    4   7   28.02( 244)    0   0  |    0   0  |   19.77  236 |   20.56  235 |   26.28  231
 236  Texas Southern       AA =  21.34    5   6   29.69( 241)    0   0  |    0   0  |   18.67  239 |   19.68  238 |   25.99  234
 237  Austin Peay          AA =  20.57    1  11   52.73( 145)    0   0  |    0   0  |   18.85  238 |   20.45  236 |   21.85  240
 238  Cornell              AA =  19.60    1   9   40.52( 214)    0   0  |    0   0  |   20.56  235 |   19.94  237 |   16.32  247
 239  Campbell             AA =  19.39    5   7   27.43( 246)    0   0  |    0   0  |   18.96  237 |   17.60  240 |   22.43  239
 240  Ark.-Pine Bluff      AA =  18.75    4   7   33.62( 235)    0   0  |    0   0  |   15.74  243 |   14.49  243 |   26.28  232
 241  Butler               AA =  16.80    4   7   27.55( 245)    0   0  |    0   0  |   17.21  241 |   14.28  244 |   20.05  241
 242  Robert Morris        AA =  16.55    1  10   42.20( 205)    0   0  |    0   0  |   12.44  249 |   14.06  245 |   22.79  238
 243  Delaware State       AA =  16.55    2  10   37.45( 224)    0   0  |    0   0  |   18.27  240 |   15.27  241 |   16.19  248
 244  Nicholls State       AA =  15.88    0  12   52.98( 144)    0   0  |    0   1  |   16.09  242 |   17.77  239 |    6.90  249
 245  Valparaiso           AA =  15.52    4   8   24.58( 249)    0   0  |    0   0  |   15.14  244 |   14.63  242 |   16.99  245
 246  Morehead State       AA =  14.76    4   8   29.41( 242)    0   0  |    0   0  |   12.97  246 |   12.92  246 |   18.86  243
 247  Stetson              AA =  13.93    5   7   24.55( 250)    0   0  |    0   0  |   11.12  250 |   10.79  249 |   19.99  242
 248  Miss. Valley State   AA =  13.74    2   9   33.85( 233)    0   0  |    0   0  |   12.45  248 |   11.88  247 |   17.47  244
 249  Houston Baptist      AA =  11.62    2   9   46.19( 186)    0   0  |    0   0  |    8.34  251 |    9.74  251 |   16.51  246
 250  Columbia             AA =  10.99    0  10   44.00( 197)    0   0  |    0   0  |   12.87  247 |   11.32  248 |    5.53  250
 251  Savannah State       AA =  10.30    0  12   43.61( 200)    0   0  |    0   0  |   13.23  245 |   10.09  250 |    4.01  251
 252  Davidson             AA =   3.26    1  11   26.34( 247)    0   0  |    0   0  |    3.20  252 |    3.10  252 |    2.84  252
 253  ***UNRATED***        __ = -90.00    8  78    0.00(   0)    0   0  |    0   0  |  -90.00  253 |  -90.00  253 |  -90.00  253
____________________________________________________________________________________________________________________________________

